Text	POS	Dep	Head
jalouses	NOUN	obj	rendre
les	DET	det	cataractes
célèbres	ADJ	amod	cataractes
cataractes	NOUN	obj	rendre
,	PUNCT	punct	dérangera
on	PRON	nsubj	dérangera
ne	ADV	advmod	dérangera
les	PRON	obj	dérangera
dérangera	VERB	ROOT	dérangera
plus	ADV	advmod	dérangera
.	PUNCT	punct	dérangera
Il	PRON	expl:subj	probable
est	AUX	cop	probable
peu	ADV	advmod	probable
probable	ADJ	ROOT	probable
,	PUNCT	punct	probable
d'	ADP	case	ailleurs
ailleurs	ADV	obl:mod	probable
,	PUNCT	punct	probable
qu'	SCONJ	mark	question
il	PRON	expl:subj	question
soit	AUX	cop	question
encore	ADV	advmod	question
question	NOUN	ccomp	probable
d'	ADP	case	eux
eux	PRON	obl:arg	question
dans	ADP	case	histoire
cette	DET	det	histoire
histoire	NOUN	obl:mod	question
.	PUNCT	punct	probable
Qui	PRON	nsubj	raison
avait	AUX	aux:tense	raison
raison	NOUN	ROOT	raison
de	ADP	case	Anglais
l'	DET	det	Anglais
Anglais	NOUN	nmod	raison
ou	CCONJ	cc	Américain
de	ADP	case	Américain
l'	DET	det	Américain
Américain	PROPN	conj	Anglais
?	PUNCT	punct	raison
Il	PRON	nsubj:pass	difficile
eût	AUX	iobj	difficile
été	AUX	cop	difficile
difficile	ADJ	ROOT	difficile
de	ADP	mark	prononcer
se	PRON	expl:comp	prononcer
prononcer	VERB	dep	difficile
.	PUNCT	punct	difficile
En	ADP	case	cas
tout	DET	det	cas
cas	NOUN	obl:mod	duel
,	PUNCT	punct	cas
ce	DET	det	duel
duel	NOUN	ROOT	duel
montre	ADJ	amod	duel
combien	ADV	advmod	passionnés
les	DET	det	esprits
esprits	NOUN	nsubj	passionnés
s'	PRON	expl:pass	passionnés
étaient	AUX	aux:tense	passionnés
passionnés	NOUN	ccomp	montre
,	PUNCT	punct	passionnés
non	ADV	advmod	nouveau
seulement	ADV	fixed	non
dans	ADP	case	nouveau
le	DET	det	nouveau
nouveau	NOUN	advcl	passionnés
,	PUNCT	punct	passionnés
mais	CCONJ	cc	continent
aussi	ADV	advmod	continent
dans	ADP	case	continent
l'	DET	det	continent
ancien	ADJ	amod	continent
continent	NOUN	conj	passionnés
,	PUNCT	punct	passionnés
à	ADP	case	propos
propos	NOUN	obl:mod	passionnés
d'	ADP	case	phénomène
un	DET	det	phénomène
phénomène	NOUN	nmod	propos
inexplicable	ADJ	amod	phénomène
,	PUNCT	punct	passionnés
qui	PRON	nsubj	mettait
,	PUNCT	punct	mettait
depuis	ADP	case	mois
un	DET	det	mois
mois	NOUN	obl:mod	environ
environ	ADV	advmod	mettait
,	PUNCT	punct	mettait
mettait	VERB	acl:relcl	passionnés
toutes	ADJ	amod	cervelles
les	DET	det	cervelles
cervelles	NOUN	obj	mettait
à	ADP	case	envers
l'	DET	det	envers
envers	NOUN	nmod	cervelles
.	PUNCT	punct	duel
Os	NOUN	nummod	dedit
sublime	ADJ	amod	dedit
dedit	NOUN	ROOT	dedit
coelumque	ADJ	amod	dedit
tueri	ADJ	amod	dedit
,	PUNCT	punct	dedit
a	AUX	aux:tense	dit
dit	VERB	ROOT	dit
Ovide	PROPN	obj	dit
pour	ADP	case	honneur
le	DET	det	honneur
plus	ADV	advmod	grand
grand	ADJ	amod	honneur
honneur	NOUN	obl:mod	dit
de	ADP	case	humaine
la	DET	det	humaine
créature	ADJ	amod	humaine
humaine	ADJ	nmod	honneur
.	PUNCT	punct	dit
En	ADP	case	vérité
vérité	NOUN	obl:mod	regardé
,	PUNCT	punct	regardé
jamais	ADV	advmod	regardé
on	PRON	nsubj	regardé
n'	ADV	advmod	regardé
avait	VERB	aux:tense	regardé
tant	ADV	advmod	regardé
regardé	VERB	ROOT	regardé
le	DET	det	ciel
ciel	NOUN	obj	regardé
depuis	ADP	case	apparition
l'	DET	det	apparition
apparition	NOUN	obl:mod	regardé
de	ADP	case	homme
l'	DET	det	homme
homme	NOUN	nmod	apparition
sur	ADP	case	globe
le	DET	det	globe
globe	NOUN	nmod	apparition
terrestre	NOUN	nmod	globe
.	PUNCT	punct	regardé
Or	CCONJ	cc	lancé
,	PUNCT	punct	lancé
précisément	ADV	advmod	lancé
,	PUNCT	punct	lancé
pendant	ADP	case	nuit
la	DET	det	nuit
nuit	NOUN	obl:mod	lancé
précédente	ADJ	amod	nuit
,	PUNCT	punct	lancé
une	DET	det	trompette
trompette	NOUN	nsubj	lancé
aérienne	ADJ	amod	trompette
avait	AUX	aux:tense	lancé
lancé	VERB	ROOT	lancé
ses	DET	det	notes
notes	NOUN	obj	lancé
cuivrées	VERB	acl	notes
à	ADP	case	espace
travers	NOUN	fixed	à
l'	DET	det	espace
espace	NOUN	obl:mod	lancé
,	PUNCT	punct	lancé
au-dessus	ADV	advmod	lancé
de	ADP	case	portion
cette	DET	det	portion
portion	NOUN	dep	au-dessus
du	ADP	case	Canada
Canada	PROPN	nmod	portion
située	VERB	acl	portion
entre	ADP	case	Ontario
le	DET	det	Ontario
lac	PROPN	amod	Ontario
Ontario	PROPN	obl:arg	située
et	CCONJ	cc	lac
le	DET	det	lac
lac	PROPN	conj	Ontario
Erié	PROPN	flat:name	lac
.	PUNCT	punct	lancé
Les	DET	det	uns
uns	NOUN	nsubj	entendu
avaient	AUX	aux:tense	entendu
entendu	VERB	ROOT	entendu
le	DET	det	Yankee
Yankee	NOUN	dep	entendu
Doodle	PROPN	flat:name	Yankee
,	PUNCT	punct	Rule
les	DET	det	Rule
autres	ADJ	amod	Rule
le	DET	det	Rule
Rule	PROPN	dep	entendu
Britannia	PROPN	flat:name	Rule
.	PUNCT	punct	entendu
De	ADP	case	querelle
là	ADV	fixed	De
cette	DET	det	querelle
querelle	NOUN	ROOT	querelle
d'	ADP	case	Anglo-saxons
Anglo-saxons	NOUN	nmod	querelle
qui	PRON	nsubj	terminait
se	PRON	expl:comp	terminait
terminait	VERB	acl:relcl	Anglo-saxons
par	ADP	case	déjeuner
un	DET	det	déjeuner
déjeuner	NOUN	obl:agent	terminait
à	ADP	case	Goat
Goat	PROPN	nmod	déjeuner
-	PROPN	nmod	déjeuner
Island	PROPN	nmod	déjeuner
.	PUNCT	punct	querelle
Peut	ADV	advmod	être
-	ADV	advmod	être
être	ADV	ROOT	être
,	PUNCT	punct	un
en	ADP	case	somme
somme	NOUN	nmod	un
,	PUNCT	punct	un
n'	ADV	advmod	un
était	AUX	dep	n'
-ce	PRON	dep	n'
ni	CCONJ	cc	un
l'	DET	det	un
un	PRON	conj	être
ni	CCONJ	cc	autre
l'	DET	det	autre
autre	NOUN	conj	un
de	ADP	case	chants
ces	DET	det	chants
chants	NOUN	nmod	autre
patriotiques	ADJ	amod	chants
.	PUNCT	punct	être
Mais	CCONJ	cc	ce
ce	PRON	ROOT	ce
qui	PRON	nsubj	douteux
n'	ADV	advmod	douteux
était	AUX	cop	douteux
douteux	ADJ	acl:relcl	ce
pour	ADP	case	personne
personne	NOUN	obl:mod	douteux
c'	PRON	expl:subj	ceci
est	VERB	cop	ceci
que	SCONJ	mark	ceci
ce	DET	amod	étrange
son	DET	det	étrange
étrange	NOUN	nsubj	ceci
avait	AUX	cop	ceci
ceci	PRON	dep	ce
de	ADP	advmod	ceci
particulier	ADJ	fixed	de
qu'	SCONJ	mark	semblait
il	PRON	nsubj	semblait
semblait	VERB	ccomp	ceci
descendre	VERB	xcomp	semblait
du	ADP	case	ciel
ciel	NOUN	obl:arg	descendre
sur	ADP	case	terre
la	DET	det	terre
terre	NOUN	nmod	ciel
.	PUNCT	punct	ce
Fallait	VERB	ROOT	Fallait
-il	PRON	dep	Fallait
croire	VERB	xcomp	Fallait
à	ADP	case	trompette
quelque	DET	det	trompette
trompette	NOUN	obl:arg	croire
céleste	ADJ	amod	trompette
,	PUNCT	punct	croire
embouchée	VERB	advcl	croire
par	ADP	case	ange
un	DET	det	ange
ange	NOUN	obl:agent	embouchée
ou	CCONJ	cc	archange
un	DET	det	archange
archange	NOUN	conj	ange
?	PUNCT	punct	Fallait
...	PUNCT	ROOT	...
N'	ADV	advmod	joyeux
était	AUX	cop	joyeux
-ce	PRON	nsubj	joyeux
pas	ADV	advmod	joyeux
plutôt	ADV	advmod	joyeux
de	ADP	case	joyeux
joyeux	ADJ	ROOT	joyeux
aéronautes	ADJ	amod	joyeux
qui	PRON	nsubj	sonore
jouaient	ADV	advmod	sonore
de	ADP	case	sonore
ce	DET	det	sonore
sonore	NOUN	acl:relcl	aéronautes
instrument	ADJ	advmod	sonore
,	PUNCT	punct	joyeux
dont	PRON	nmod	Renommée
la	DET	det	Renommée
Renommée	PROPN	nsubj	fait
fait	VERB	acl:relcl	joyeux
un	DET	obj	fait
si	SCONJ	mark	bruyant
bruyant	VERB	acl	un
usage	NOUN	obj	bruyant
?	PUNCT	punct	joyeux
Non	ADV	ROOT	Non
!	PUNCT	punct	Non
Il	PRON	expl:subj	avait
n'	ADV	advmod	avait
y	PRON	expl:comp	avait
avait	VERB	ROOT	avait
là	ADV	advmod	avait
ni	CCONJ	cc	ballon
ballon	NOUN	conj	là
,	PUNCT	punct	avait
ni	CCONJ	cc	aéronautes
aéronautes	ADJ	conj	avait
.	PUNCT	punct	avait
Un	DET	det	phénomène
phénomène	NOUN	nsubj	produisait
extraordinaire	ADJ	amod	phénomène
se	PRON	expl:comp	produisait
produisait	VERB	ROOT	produisait
dans	ADP	case	hautes
les	DET	det	hautes
hautes	NOUN	obl:arg	produisait
zones	ADJ	amod	hautes
du	ADP	case	ciel
ciel	NOUN	nmod	hautes
--	PUNCT	ROOT	--
phénomène	NOUN	ROOT	phénomène
dont	PRON	iobj	.
on	PRON	nsubj	pouvait
ne	ADV	advmod	pouvait
pouvait	VERB	acl:relcl	dont
reconnaître	VERB	xcomp	pouvait
la	DET	det	nature
nature	NOUN	obj	reconnaître
ni	CCONJ	cc	origine
l'	DET	det	origine
origine	NOUN	obl:mod	reconnaître
.	PUNCT	ROOT	.
Aujourd'hui	ADV	advmod	apparaissait
,	PUNCT	punct	apparaissait
il	PRON	nsubj	apparaissait
apparaissait	VERB	ROOT	apparaissait
au-dessus	ADV	obj	apparaissait
de	ADP	case	Amérique
l'	DET	det	Amérique
Amérique	PROPN	dep	au-dessus
,	PUNCT	punct	apparaissait
quarante	NUM	nummod	heures
-	NUM	nummod	heures
huit	NUM	nummod	heures
heures	NOUN	nmod	au-dessus
après	ADP	case	au-dessus
au-dessus	ADV	obl:mod	apparaissait
de	ADP	case	Europe
l'	DET	det	Europe
Europe	PROPN	nmod	au-dessus
,	PUNCT	punct	au-dessus
huit	NUM	nummod	jours
jours	NOUN	obl:mod	plus
plus	ADV	advmod	tard
tard	ADV	advmod	au-dessus
,	PUNCT	punct	au-dessus
en	ADP	case	Asie
Asie	PROPN	obl:mod	apparaissait
,	PUNCT	punct	apparaissait
au-dessus	ADV	advmod	apparaissait
du	ADP	case	Céleste
Céleste	NOUN	nmod	au-dessus
Empire	PROPN	flat:name	Céleste
.	PUNCT	punct	apparaissait
Décidément	PROPN	advmod	trompette
,	PUNCT	punct	trompette
si	SCONJ	mark	celle
la	DET	det	trompette
trompette	NOUN	nsubj	celle
qui	PRON	nsubj	signalait
signalait	VERB	acl:relcl	trompette
son	DET	det	passage
passage	NOUN	obj	signalait
n'	ADV	advmod	celle
était	AUX	cop	celle
pas	ADV	advmod	celle
celle	PRON	advcl	trompette
du	ADP	case	Jugement
Jugement	NOUN	nmod	celle
dernier	ADJ	amod	Jugement
,	PUNCT	punct	trompette
qu'	PRON	obj	trompette
était	AUX	cop	trompette
donc	ADV	advmod	trompette
cette	DET	det	trompette
trompette	NOUN	ROOT	trompette
?	PUNCT	punct	trompette
De	ADP	advmod	inquiétude
là	ADV	fixed	De
,	PUNCT	punct	inquiétude
en	ADP	case	pays
tous	ADJ	amod	pays
pays	NOUN	obl:mod	inquiétude
de	ADP	case	terre
la	DET	det	terre
terre	NOUN	nmod	pays
,	PUNCT	punct	royaumes
royaumes	NOUN	conj	terre
ou	CCONJ	cc	républiques
républiques	ADJ	conj	terre
,	PUNCT	punct	inquiétude
une	DET	det	certaine
certaine	NOUN	amod	inquiétude
inquiétude	NOUN	ROOT	inquiétude
qu'	PRON	obj	importait
il	PRON	nsubj	importait
importait	VERB	acl:relcl	inquiétude
de	ADP	mark	calmer
calmer	VERB	xcomp	importait
.	PUNCT	punct	inquiétude
Si	SCONJ	mark	entendiez
vous	PRON	nsubj	entendiez
entendiez	VERB	advcl	abandonneriez
dans	ADP	case	maison
votre	DET	det	maison
maison	NOUN	obl:mod	entendiez
quelques	DET	det	bruits
bruits	NOUN	nmod	maison
bizarres	ADJ	amod	bruits
et	CCONJ	cc	inexplicables
inexplicables	ADJ	conj	bizarres
ne	ADV	advmod	chercheriez
chercheriez	VERB	advcl	entendiez
-vous	PRON	dep	chercheriez
pas	ADV	advmod	chercheriez
au	ADP	dep	chercheriez
plus	ADV	fixed	au
vite	ADV	fixed	au
à	ADP	mark	reconnaître
reconnaître	VERB	xcomp	chercheriez
la	DET	det	cause
cause	NOUN	obj	reconnaître
de	ADP	case	bruits
ces	DET	det	bruits
bruits	NOUN	nmod	cause
,	PUNCT	punct	reconnaître
et	CCONJ	cc	aboutissait
,	PUNCT	punct	aboutissait
51	NUM	amod	enquête
l'	DET	det	enquête
enquête	NOUN	nsubj	aboutissait
n'	ADV	advmod	aboutissait
aboutissait	VERB	conj	chercheriez
à	ADP	case	rien
rien	PRON	obl:arg	aboutissait
,	PUNCT	punct	abandonneriez
n'	ADV	advmod	abandonneriez
abandonneriez	VERB	ROOT	abandonneriez
-vous	PRON	advmod	abandonneriez
pas	ADV	advmod	abandonneriez
votre	DET	det	maison
maison	NOUN	obj	abandonneriez
pour	ADP	mark	habiter
en	PRON	iobj	habiter
habiter	VERB	advcl	abandonneriez
une	DET	det	autre
autre	ADJ	obj	habiter
?	PUNCT	punct	abandonneriez
Oui	ADV	ROOT	Oui
,	PUNCT	punct	Oui
sans	ADP	case	doute
doute	NOUN	obl:mod	Oui
!	PUNCT	punct	Oui
Mais	CCONJ	cc	terrestre
ici	ADV	advmod	terrestre
,	PUNCT	punct	globe
la	DET	det	maison
maison	NOUN	nsubj	globe
,	PUNCT	punct	globe
c'	PRON	nsubj	globe
était	AUX	cop	globe
le	DET	det	globe
globe	ADJ	amod	terrestre
terrestre	NOUN	ROOT	terrestre
.	PUNCT	punct	terrestre
Nul	NOUN	ROOT	Nul
moyen	ADJ	amod	Nul
de	ADP	mark	quitter
le	PRON	obj	quitter
quitter	VERB	nmod	Nul
pour	ADP	case	Lune
la	DET	det	Lune
Lune	NOUN	obl:arg	quitter
,	PUNCT	punct	quitter
Mars	NOUN	obl:mod	quitter
,	PUNCT	punct	quitter
Vénus	PROPN	obl:arg	quitter
,	PUNCT	punct	Jupiter
Jupiter	PROPN	conj	Vénus
,	PUNCT	punct	quitter
ou	CCONJ	cc	planète
toute	DET	det	planète
autre	ADJ	amod	planète
planète	NOUN	conj	Nul
du	ADP	case	système
système	NOUN	nmod	planète
solaire	ADJ	amod	système
.	PUNCT	punct	Nul
Il	PRON	expl:subj	fallait
fallait	VERB	ROOT	fallait
donc	ADV	advmod	fallait
découvrir	VERB	xcomp	fallait
ce	PRON	obj	découvrir
qui	PRON	nsubj	passait
se	PRON	expl:comp	passait
passait	VERB	acl:relcl	ce
,	PUNCT	punct	découvrir
non	ADV	advmod	vide
dans	ADP	case	vide
le	DET	det	vide
vide	NOUN	obl:mod	découvrir
infini	ADJ	amod	vide
,	PUNCT	punct	découvrir
mais	CCONJ	cc	zones
dans	ADP	case	zones
les	DET	det	zones
zones	NOUN	conj	découvrir
atmosphériques	ADJ	amod	zones
.	PUNCT	punct	fallait
En	ADP	case	effet
effet	NOUN	obl:mod	trompette
,	PUNCT	punct	effet
pas	ADV	advmod	air
d'	ADP	case	air
air	NOUN	nmod	effet
,	PUNCT	punct	air
pas	ADV	advmod	bruit
de	ADP	case	bruit
bruit	NOUN	conj	air
,	PUNCT	punct	effet
et	CCONJ	cc	bruit
,	PUNCT	punct	bruit
comme	SCONJ	mark	avait
il	PRON	expl:subj	avait
y	PRON	expl:comp	avait
avait	VERB	advcl	bruit
bruit	NOUN	conj	effet
--	PUNCT	nmod	effet
toujours	ADV	advmod	trompette
la	DET	det	trompette
fameuse	ADJ	amod	trompette
trompette	NOUN	ROOT	trompette
!	PUNCT	punct	trompette
--	PUNCT	punct	va
c'	PRON	nsubj	va
est	VERB	fixed	c'
que	SCONJ	mark	accomplissait
le	DET	det	phénomène
phénomène	NOUN	nsubj	accomplissait
s'	PRON	expl:comp	accomplissait
accomplissait	VERB	advcl	va
au	ADP	case	milieu
milieu	NOUN	obl:arg	accomplissait
de	ADP	case	couche
la	DET	det	couche
couche	NOUN	nmod	milieu
d'	ADP	case	air
air	NOUN	nmod	couche
,	PUNCT	punct	accomplissait
dont	PRON	nmod	densité
la	DET	det	densité
densité	NOUN	nsubj	va
va	VERB	ROOT	va
toujours	ADV	advmod	va
en	ADP	case	diminuant
diminuant	ADJ	xcomp	va
